Index,File,Nodes,Total Nodes,Butterflies,X-vars,C-vars,Total vars,Total constraints,Crossings,Opttime,Status,Nodes visited,Setup Time
0,north/g.10.72.graphml,10,12,0,16,14,30,49,0,0.018268108367919922,2,1,0.019
1,north/g.13.45.graphml,13,13,0,12,4,16,20,0,0.0007860660552978516,2,0,0.001
2,north/g.10.11.graphml,10,10,0,30,0,30,55,0,8.106231689453125e-05,2,0,0.002
3,Rome-Lib/graficon11nodi/grafo233.11,11,18,0,30,24,54,87,0,0.011578083038330078,2,1,0.002
4,Rome-Lib/graficon12nodi/grafo2240.12,12,16,0,24,22,46,75,0,0.022237062454223633,2,1,0.002
5,Rome-Lib/graficon11nodi/grafo324.11,11,13,0,26,22,48,84,0,0.0012969970703125,2,0,0.002
6,Rome-Lib/graficon11nodi/grafo1866.11,11,19,0,80,96,176,404,0,0.0022897720336914062,2,0,0.008
7,Rome-Lib/graficon12nodi/grafo604.12,12,12,0,16,8,24,32,0,0.0005409717559814453,2,0,0.001
8,Rome-Lib/graficon16nodi/grafo418.16,16,19,0,70,68,138,305,0,0.013046979904174805,2,1,0.006
9,Rome-Lib/graficon15nodi/grafo2806.15,15,18,0,54,54,108,214,0,0.011744022369384766,2,1,0.005
10,Rome-Lib/graficon11nodi/grafo2384.11,11,15,0,18,10,28,38,0,0.0005719661712646484,2,0,0.001
11,Rome-Lib/graficon10nodi/grafo1010.10,10,12,0,34,28,62,115,0,0.001199960708618164,2,0,0.003
12,north/g.12.78.graphml,12,13,1,20,16,36,63,1,0.0006060600280761719,2,0,0.002
13,Rome-Lib/graficon12nodi/grafo1843.12,12,14,1,24,26,50,96,2,0.0012221336364746094,2,0,0.002
14,north/g.11.21.graphml,11,11,0,0,0,0,0,0,0.00016307830810546875,2,0,0.0
15,north/g.12.49.graphml,12,14,0,26,20,46,75,0,0.010852813720703125,2,1,0.002
16,north/g.14.31.graphml,14,17,0,20,12,32,44,0,0.0005910396575927734,2,0,0.002
17,Rome-Lib/graficon11nodi/grafo1061.11,11,13,0,32,34,66,121,1,0.011129140853881836,2,1,0.003
18,Rome-Lib/graficon14nodi/grafo777.14,14,17,0,24,22,46,75,0,0.010705947875976562,2,1,0.002
19,north/g.15.14.graphml,15,18,0,40,34,74,135,0,0.0012400150299072266,2,0,0.003
20,Rome-Lib/graficon15nodi/grafo1971.15,15,19,0,76,94,170,377,1,0.015707015991210938,2,1,0.007
21,Rome-Lib/graficon11nodi/grafo1912.11,11,16,1,66,80,146,368,3,0.02073812484741211,2,1,0.007
22,Rome-Lib/graficon13nodi/grafo361.13,13,19,0,74,86,160,348,0,0.012758016586303711,2,1,0.007
23,north/g.11.3.graphml,11,11,0,14,10,24,34,0,0.0013720989227294922,2,0,0.003
24,Rome-Lib/graficon16nodi/grafo2241.16,16,17,0,68,112,180,448,5,0.045517921447753906,2,1,0.019
25,north/g.10.13.graphml,10,10,0,16,14,30,53,0,0.0012369155883789062,2,0,0.002
26,Rome-Lib/graficon17nodi/grafo816.17,17,17,1,28,26,54,98,1,0.011407136917114258,2,1,0.003
27,Rome-Lib/graficon12nodi/grafo888.12,12,14,0,46,38,84,164,0,0.012039899826049805,2,1,0.005
28,north/g.11.73.graphml,11,14,0,18,12,30,45,0,0.0011370182037353516,2,0,0.002
29,Rome-Lib/graficon10nodi/grafo2111.10,10,16,1,50,56,106,228,2,0.011827945709228516,2,1,0.005
30,Rome-Lib/graficon11nodi/grafo685.11,11,13,0,38,30,68,124,0,0.011002063751220703,2,1,0.003
31,Rome-Lib/graficon11nodi/grafo2433.11,11,13,0,16,14,30,47,0,0.0010271072387695312,2,0,0.001
